user_id,categories,reviews,stars
215,4,16,2
215,9,2,4
215,10,1,4
216,4,1,3
217,4,2,4
218,4,4,4
219,2,1,4
220,4,1,4
221,4,1,4
222,4,1,4
222,10,1,5
223,2,2,4
224,4,1,4
225,9,1,4
226,2,1,5
227,4,1,4
228,4,2,2
228,9,1,4
229,4,1,4
230,2,1,3
231,2,1,4
231,4,1,4
232,1,24,5
232,2,122,4
232,3,12,4
232,4,796,3
232,5,4,5
232,6,116,4
232,7,2,2
232,8,6,2
232,9,422,5
232,10,364,4
232,11,70,4
233,4,2,4
234,4,2,4
235,2,1,4
235,4,1,4
236,2,6,4
236,4,1,4
237,2,2,4
238,4,1,4
239,4,3,4
240,4,1,3
241,2,5,4
241,4,2,4
242,4,1,4
243,4,1,4
244,1,24,5
244,2,120,4
244,3,12,4
244,4,799,3
244,5,4,5
244,6,116,4
244,7,2,2
244,8,6,2
244,9,423,5
244,10,364,4
244,11,72,4
245,4,3,3
246,4,1,4
247,2,1,2
248,2,1,3
248,4,6,3
248,10,2,4
249,9,1,4
249,11,1,4
250,4,1,3
251,11,1,4
252,4,1,4
253,2,1,2
254,4,1,4
254,9,2,4
255,2,1,4
255,4,15,4
255,9,3,4
256,4,1,4
257,4,4,4
258,4,13,4
258,10,1,4
259,4,1,4
260,9,1,2
261,4,1,3
262,4,1,2
263,2,13,2
263,4,6,4
263,9,1,3
263,10,1,4
264,4,3,4
265,4,1,3
266,1,12,5
266,2,60,4
266,3,6,4
266,4,399,3
266,5,2,5
266,6,58,4
266,7,1,2
266,8,3,2
266,9,211,5
266,10,182,4
266,11,35,4
267,2,1,4
268,4,1,5
269,4,1,4
270,4,1,4
271,4,1,4
272,1,12,5
272,2,61,4
272,3,6,4
272,4,417,3
272,5,2,5
272,6,58,4
272,7,1,2
272,8,3,2
272,9,212,5
272,10,184,4
272,11,35,4
273,4,1,3
274,4,1,4
275,2,1,4
275,4,4,4
275,6,1,4
275,10,1,4
275,11,2,4
276,4,1,4
277,4,1,4
278,4,2,4
279,2,2,4
279,4,19,3
279,9,1,2
280,2,2,4
280,4,3,4
280,11,1,3
281,4,1,5
282,10,1,3
283,2,1,4
283,4,1,3
284,4,1,4
285,2,1,2
286,4,1,2
287,4,1,4
288,4,3,4
289,4,1,2
290,9,1,3
291,2,1,2
291,6,1,4
292,6,1,4
293,4,2,4
293,10,1,4
294,6,1,4
295,4,2,4
295,11,1,4
296,4,2,4
297,6,1,3
297,9,1,5
298,4,1,4
299,4,1,4
300,4,1,4
301,4,1,4
302,2,4,4
302,4,1,4
302,9,1,4
303,4,5,4
304,4,1,4
305,2,1,4
305,3,1,4
305,4,11,4
305,11,1,4
306,4,14,4
306,11,2,3
307,2,2,4
308,4,2,4
309,2,1,3
309,4,1,4
310,4,2,4
310,10,1,4
311,4,1,4
312,4,1,2
313,4,1,3
314,2,2,3
314,4,9,4
314,10,1,4
315,10,1,2
316,4,2,3
317,2,2,4
317,4,1,4
317,7,1,5
318,9,1,4
319,4,1,4
320,4,1,4
321,2,1,3
322,4,2,4
323,4,1,4
324,2,2,4
324,4,3,4
324,11,1,4
325,4,1,4
326,2,2,4
326,4,4,4
326,9,1,4
326,11,1,4
327,4,1,4
328,4,1,4
329,4,1,4
330,4,2,4
331,4,2,4
332,6,1,3
332,10,1,5
333,2,1,4
333,4,2,4
334,4,4,4
335,4,3,4
336,4,1,3
337,4,1,2
338,10,2,4
339,4,11,4
340,4,1,4
340,6,1,5
341,4,1,4
342,1,12,5
342,2,61,4
342,3,6,4
342,4,401,3
342,5,2,5
342,6,58,4
342,7,1,2
342,8,3,2
342,9,212,5
342,10,182,4
342,11,35,4
343,2,1,4
344,4,1,2
345,4,26,4
345,11,1,4
346,2,5,2
346,4,21,4
346,8,1,4
347,2,1,4
348,6,1,2
349,4,2,4
350,4,1,3
351,4,1,2
352,4,1,4
353,4,1,4
354,4,1,4
355,4,1,4
356,4,1,3
357,4,1,4
358,4,1,3
359,4,3,4
360,4,1,4
361,4,1,4
362,4,1,3
363,4,1,4
364,4,1,4
365,4,1,4
366,4,1,2
367,9,1,4
368,4,1,4
369,4,1,4
370,4,1,4
371,10,1,4
372,4,1,4
373,2,1,2
374,4,1,4
375,4,2,4
375,10,1,4
376,9,2,3
377,4,1,4
378,4,1,3
379,4,2,3
380,4,1,4
381,2,1,3
382,4,1,4
383,4,3,3
384,4,4,4
385,4,1,3
386,4,3,4
387,4,7,4
388,9,1,4
389,4,1,4
390,9,1,3
391,4,1,4
392,4,1,4
393,4,5,4
394,4,2,4
394,9,2,4
395,4,3,4
396,4,1,4
397,4,7,4
397,10,1,4
398,2,1,4
399,4,1,4
400,4,1,4
400,9,1,4
401,4,1,4
402,9,1,5
403,4,1,4
404,4,3,4
404,6,1,3
404,10,1,4
405,2,1,4
406,4,1,4
407,1,1,2
407,2,14,4
407,4,91,5
407,6,3,4
407,8,1,4
407,9,4,5
407,10,4,4
407,11,6,4
408,4,1,4
409,10,1,4
410,4,1,4
411,2,1,2
412,4,2,3
413,4,4,4
414,2,1,2
414,4,1,2
415,2,2,4
415,4,2,4
416,2,1,5
417,4,1,4
418,4,1,4
419,9,1,4
420,4,1,4
421,4,2,4
421,9,1,4
422,2,6,3
422,4,8,4
422,9,1,4
422,10,6,4
423,4,1,4
423,10,1,4
424,4,1,4
425,4,1,4
426,10,1,4
427,4,2,4
428,4,1,4
429,4,3,2
430,4,1,4
431,4,2,4
432,4,1,4
433,2,1,4
433,4,1,4
434,4,1,4
435,4,7,4
435,9,1,4
436,4,1,4
437,9,1,5
438,4,12,2
438,9,1,4
438,10,1,4
439,4,4,4
440,4,1,3
441,2,2,2
441,4,4,4
442,2,2,4
442,11,1,4
443,4,5,4
444,4,1,4
445,4,1,4
445,10,1,4
446,2,1,2
447,4,2,4
448,9,1,5
449,4,1,4
450,4,1,3
450,11,1,3
451,4,1,4
452,4,4,4
453,2,1,4
453,4,5,2
454,4,4,3
455,2,1,4
455,4,1,3
456,4,1,4
457,4,2,4
457,9,3,4
458,4,1,4
459,4,1,3
460,4,1,4
461,2,1,4
461,4,9,4
462,2,7,2
462,4,11,4
462,9,1,4
462,10,1,3
463,4,1,3
464,4,1,4
465,6,1,5
466,2,2,4
466,4,5,4
466,10,1,2
467,4,1,3
468,2,1,4
468,4,13,4
468,10,3,4
469,4,1,2
469,9,1,2
470,4,3,4
471,2,1,4
471,4,14,3
471,6,1,4
472,2,1,4
472,4,1,4
473,2,3,4
473,4,4,4
473,10,1,4
473,11,4,4
474,4,1,4
474,9,1,4
475,4,1,4
476,4,6,4
476,10,1,4
477,4,1,4
478,4,1,4
479,4,1,4
480,2,1,2
481,4,1,4
482,4,1,4
483,4,5,4
484,4,1,4
485,4,1,4
485,9,1,4
486,4,1,4
487,2,1,4
488,4,1,3
489,4,1,4
489,9,1,3
490,4,1,3
490,11,1,4
491,2,1,3
491,4,1,4
492,4,1,4
493,4,3,4
494,4,7,4
494,9,2,4
494,10,1,4
494,11,6,5
495,10,1,4
496,4,2,2
497,4,4,4
498,4,3,4
498,9,1,4
499,4,1,4
500,4,1,4
501,4,1,4
502,4,4,4
503,1,12,5
503,2,60,4
503,3,6,4
503,4,407,3
503,5,2,5
503,6,58,4
503,7,1,2
503,8,3,2
503,9,211,5
503,10,183,4
503,11,35,4
504,1,12,5
504,2,60,4
504,3,6,4
504,4,398,3
504,5,2,5
504,6,58,4
504,7,1,2
504,8,3,2
504,9,212,5
504,10,182,4
504,11,35,4
505,4,1,2
506,2,1,4
506,4,1,4
507,4,1,3
508,4,1,4
509,4,1,4
510,2,2,3
510,4,42,4
510,10,1,3
511,4,3,4
512,4,1,4
513,2,1,3
514,2,1,3
514,4,1,3
515,4,1,2
516,2,2,4
516,4,11,4
516,10,1,5
517,4,5,4
518,4,1,4
519,4,1,3
520,4,1,4
521,2,1,4
521,4,4,4
522,4,2,4
523,4,1,3
523,9,1,4
524,4,1,4
525,2,1,4
525,4,3,4
526,4,3,3
527,4,2,4
527,9,1,4
527,11,1,4
528,2,2,4
529,2,1,3
529,4,5,4
529,9,1,4
529,10,1,4
530,2,1,4
531,4,1,3
532,4,1,4
532,9,2,4
533,4,1,3
534,2,2,2
534,4,1,4
535,4,1,4
536,4,1,4
537,4,1,4
538,4,1,4
539,4,1,4
540,4,1,4
541,4,1,4
542,1,12,5
542,2,60,4
542,3,6,4
542,4,399,3
542,5,2,5
542,6,58,4
542,7,1,2
542,8,3,2
542,9,211,5
542,10,182,4
542,11,36,4
543,4,1,4
544,4,1,4
545,9,1,3
546,4,1,4
547,4,1,4
548,2,3,4
548,4,2,4
548,9,3,5
548,10,1,2
549,4,1,4
550,4,1,4
551,4,2,3
552,2,4,4
552,4,5,3
553,4,1,4
554,9,1,4
555,4,1,4
556,2,2,4
557,9,1,4
558,4,1,4
559,4,1,3
560,2,1,2
561,4,1,4
562,4,5,2
563,2,3,3
564,2,1,5
564,4,3,3
565,4,1,4
565,6,1,4
566,9,1,4
567,4,2,4
568,4,5,4
569,4,1,4
570,4,1,3
571,4,1,4
572,3,1,2
572,4,19,4
572,6,1,5
572,9,7,4
572,10,4,2
572,11,1,5
573,9,1,4
574,4,6,4
575,4,2,4
576,2,1,4
576,4,14,4
577,4,1,4
578,4,1,2
579,4,1,3
580,4,1,4
581,4,7,4
582,4,2,4
582,10,1,4
583,2,1,4
583,4,3,4
584,4,7,3
585,4,4,4
586,4,4,4
586,9,1,4
587,4,1,4
588,4,1,4
589,4,1,2
590,4,1,4
591,4,2,4
592,4,1,3
593,4,1,4
594,2,1,4
594,4,1,4
595,4,2,4
596,4,2,2
597,4,1,4
598,4,1,4
599,9,1,2
600,2,1,4
600,4,13,4
600,10,2,4
601,10,1,4
602,4,4,4
603,4,3,4
604,4,2,4
605,4,4,4
606,2,3,4
606,4,46,4
606,9,1,4
607,4,1,4
608,4,1,4
609,4,1,4
610,4,2,3
611,2,1,4
612,4,1,2
613,4,1,4
613,9,1,4
614,2,1,4
614,4,4,4
615,4,5,4
615,10,1,4
616,4,4,4
616,11,1,3
617,2,1,3
617,4,1,4
617,9,1,5
618,4,1,2
618,6,1,4
619,4,1,4
620,4,1,4
621,4,1,4
622,4,8,4
622,5,1,4
622,6,2,5
622,9,1,5
622,10,2,4
623,2,1,2
623,4,5,2
623,10,1,2
624,2,1,4
624,4,3,4
624,10,1,4
625,4,1,4
626,4,1,4
627,4,1,3
628,4,1,4
629,4,1,3
630,4,2,4
631,2,1,4
632,4,1,4
633,4,1,4
633,11,1,5
634,4,2,4
635,4,1,4
636,4,1,4
637,4,4,4
637,9,4,3
637,11,1,3
638,4,1,4
639,4,1,4
640,4,1,3
641,4,1,4
642,4,2,3
643,4,1,4
644,2,1,4
644,4,1,4
645,9,1,4
646,9,1,4
647,4,1,4
648,4,1,4
649,4,1,4
650,4,4,4
651,2,1,4
651,3,1,4
651,4,40,4
651,9,2,5
651,10,5,4
652,4,1,4
653,4,1,4
654,4,1,4
655,2,2,4
655,4,11,4
655,9,2,3
655,10,1,4
655,11,2,4
656,4,1,4
657,10,5,4
658,4,1,4
659,9,1,4
660,4,1,4
661,4,2,4
662,9,1,4
663,4,1,4
664,2,1,4
664,9,2,5
665,4,1,4
666,4,3,4
667,4,1,4
668,2,1,4
669,2,1,4
669,4,6,4
670,4,2,4
671,4,2,4
672,2,1,4
672,4,1,3
673,4,3,4
674,4,1,2
675,4,2,4
676,2,4,4
676,4,18,3
677,4,4,4
678,4,3,4
679,4,1,4
680,4,2,4
681,2,2,4
681,4,2,3
681,10,1,5
682,4,1,3
683,4,2,4
684,1,12,5
684,2,60,4
684,3,6,4
684,4,398,3
684,5,2,5
684,6,58,4
684,7,1,2
684,8,3,2
684,9,211,5
684,10,182,4
684,11,35,4
685,1,12,5
685,2,63,4
685,3,6,4
685,4,403,3
685,5,2,5
685,6,58,4
685,7,1,2
685,8,3,2
685,9,211,5
685,10,182,4
685,11,36,4
686,4,1,4
687,4,2,4
688,10,1,4
689,4,1,4
690,4,1,4
691,4,1,4
692,4,1,4
693,4,1,4
694,4,1,4
695,2,1,4
696,4,1,4
697,4,2,4
697,9,1,3
698,4,5,2
698,6,1,4
699,4,1,4
700,4,1,4
701,4,2,4
702,4,1,4
703,4,8,4
704,4,1,4
705,4,3,4
706,2,18,4
706,4,14,4
707,2,1,3
707,4,3,4
707,6,1,5
708,4,7,4
709,4,1,3
710,2,14,4
710,3,1,4
710,4,158,3
710,6,3,5
710,9,8,3
710,10,26,4
710,11,1,2
711,4,1,4
712,4,1,4
713,2,1,3
713,4,3,3
714,4,1,4
715,4,3,3
716,4,1,4
717,2,2,4
718,4,1,4
719,4,1,4
720,4,1,4
721,4,8,4
722,10,1,4
723,4,1,5
724,4,1,4
725,4,1,4
726,10,1,2
727,4,2,3
728,4,1,4
729,4,25,4
729,9,1,3
729,10,3,4
729,11,1,4
730,1,12,5
730,2,62,4
730,3,6,4
730,4,406,3
730,5,2,5
730,6,58,4
730,7,1,2
730,8,3,2
730,9,211,5
730,10,183,4
730,11,35,4
731,4,3,4
732,4,1,3
733,2,2,3
733,4,10,4
733,11,1,4
734,9,1,4
735,4,4,4
736,4,1,4
737,2,5,4
738,2,1,4
738,4,3,4
738,6,1,4
738,11,1,4
739,4,1,4
740,4,5,4
741,10,1,4
742,4,2,4
743,4,1,4
744,4,3,3
745,4,1,4
746,4,1,3
747,4,1,4
748,1,12,5
748,2,60,4
748,3,6,4
748,4,398,3
748,5,2,5
748,6,58,4
748,7,1,2
748,8,3,2
748,9,211,5
748,10,182,4
748,11,35,4
749,4,2,4
750,4,2,4
751,9,1,5
752,4,4,4
753,11,1,4
754,4,1,2
755,4,6,4
755,10,1,4
756,4,2,4
757,4,1,4
758,4,1,4
759,2,1,4
759,4,3,4
760,1,12,5
760,2,60,4
760,3,6,4
760,4,398,3
760,5,2,5
760,6,58,4
760,7,1,2
760,8,3,2
760,9,211,5
760,10,182,4
760,11,35,4
761,2,2,4
761,4,1,4
762,2,1,4
763,4,9,4
763,10,1,4
764,4,1,4
765,9,1,5
766,4,1,4
767,4,1,4
768,2,1,3
768,4,5,3
769,4,1,4
770,4,2,4
771,4,1,4
772,2,1,4
772,4,1,4
773,4,2,4
773,7,1,4
774,4,1,4
775,4,1,4
776,4,1,5
777,4,1,4
778,1,12,5
778,2,60,4
778,3,6,4
778,4,401,3
778,5,2,5
778,6,58,4
778,7,1,2
778,8,3,2
778,9,211,5
778,10,182,4
778,11,36,4
779,4,2,4
780,1,12,5
780,2,61,4
780,3,6,4
780,4,400,3
780,5,2,5
780,6,58,4
780,7,1,2
780,8,3,2
780,9,212,5
780,10,182,4
780,11,36,4
781,2,1,2
781,4,5,4
782,9,1,5
783,4,1,4
784,4,2,4
785,4,1,4
786,4,1,4
787,1,12,5
787,2,64,4
787,3,6,4
787,4,416,3
787,5,2,5
787,6,59,4
787,7,1,2
787,8,3,2
787,9,211,5
787,10,183,4
787,11,39,4
788,10,1,2
789,4,1,4
790,1,24,5
790,2,128,4
790,3,12,4
790,4,843,3
790,5,5,5
790,6,116,4
790,7,2,2
790,8,6,2
790,9,424,5
790,10,368,4
790,11,72,4
791,4,2,3
792,2,2,4
792,4,11,4
792,10,2,4
792,11,1,4
793,4,8,4
794,4,1,4
795,10,1,2
796,9,1,4
797,4,3,3
798,4,11,3
799,2,1,4
799,4,2,4
800,11,1,3
801,4,2,2
802,4,1,4
803,4,5,4
803,6,1,2
804,4,1,4
804,10,1,2
805,2,4,3
805,4,12,4
805,10,3,4
805,11,1,4
806,8,1,4
807,4,3,4
807,10,1,3
807,11,1,4
808,6,1,4
809,11,1,4
810,4,1,3
811,4,1,4
812,4,7,4
813,4,1,4
814,4,1,4
815,4,2,4
816,1,18,5
816,2,64,4
816,3,7,4
816,4,437,3
816,5,2,5
816,6,58,4
816,7,1,2
816,8,3,2
816,9,211,5
816,10,193,4
816,11,35,4
817,4,1,3
818,4,1,2
819,4,2,4
820,9,4,4
821,4,2,4
822,4,1,4
823,4,15,4
824,1,1,4
824,2,2,4
824,4,20,3
824,10,4,4
825,4,5,4
826,1,48,5
826,2,240,4
826,3,24,4
826,4,1596,3
826,5,8,5
826,6,232,4
826,7,4,2
826,8,12,2
826,9,846,5
826,10,728,4
826,11,140,4
827,4,2,4
827,9,1,4
828,1,1,4
828,2,6,4
828,3,2,2
828,4,65,4
828,6,3,2
828,9,5,4
828,10,21,3
829,2,1,4
830,9,1,4
831,4,1,4
832,4,2,4
833,4,4,4
834,10,1,5
835,4,1,4
836,4,1,4
837,10,1,4
838,4,1,4
839,4,1,4
840,4,2,4
841,4,1,4
841,9,1,4
842,10,1,1
843,4,1,4
844,4,2,2
844,9,1,4
845,10,1,4
846,4,1,3
847,4,1,4
848,1,15,5
848,2,73,4
848,3,6,4
848,4,424,3
848,5,2,5
848,6,58,4
848,7,1,2
848,8,3,2
848,9,216,5
848,10,182,4
848,11,35,4
849,2,1,4
850,4,3,2
851,4,1,3
852,4,1,4
853,4,1,4
854,11,1,4
855,4,2,4
856,4,2,4
857,2,1,4
857,4,5,4
857,9,2,4
857,10,1,4
858,2,1,3
859,2,1,3
859,4,7,3
859,6,1,4
860,4,1,3
861,4,10,4
862,4,1,3
863,9,1,3
864,4,4,4
864,9,2,4
864,10,2,3
865,4,1,2
866,4,1,4
867,4,2,2
867,6,1,4
867,9,2,2
868,4,2,2
869,4,1,4
870,4,5,4
871,4,1,4
872,4,2,4
873,2,2,2
873,4,15,4
873,10,1,4
873,11,2,4
874,4,1,4
875,9,3,3
876,9,1,4
877,4,3,4
878,2,2,4
879,4,1,4
880,4,1,4
881,4,1,4
882,4,1,4
882,9,1,4
883,10,1,2
884,4,3,4
884,10,1,4
885,10,2,4
886,1,48,5
886,2,243,4
886,3,24,4
886,4,1639,3
886,5,8,5
886,6,232,4
886,7,4,2
886,8,12,2
886,9,846,5
886,10,731,4
886,11,142,4
887,2,2,4
887,4,38,4
887,10,2,4
888,4,4,4
889,4,1,4
890,4,1,4
891,4,2,4
892,4,1,3
893,4,2,4
894,2,2,4
894,4,3,4
894,11,1,4
895,4,1,4
896,10,1,3
897,4,3,4
898,4,1,4
899,4,1,4
900,2,2,3
900,4,50,4
900,9,1,4
901,9,1,4
902,4,1,2
903,4,1,4
904,2,2,3
904,4,3,4
905,2,1,3
906,2,1,5
906,3,1,4
906,4,21,4
906,11,1,4
907,10,1,2
908,4,1,4
909,4,1,4
910,4,7,4
910,6,1,3
911,4,4,4
912,4,6,2
912,10,1,3
913,4,2,4
913,10,3,4
914,4,9,4
914,6,1,4
915,2,1,4
916,4,1,2
917,2,1,4
917,4,13,4
918,4,1,4
919,10,1,4
920,4,1,4
921,9,1,4
922,2,3,4
922,4,4,4
923,2,1,4
923,4,27,2
924,4,1,2
925,9,1,4
926,4,2,4
927,10,1,4
928,4,1,4
929,4,1,2
930,4,4,2
931,2,1,4
931,4,9,4
931,9,2,4
931,10,1,4
931,11,1,5
932,9,1,4
933,6,2,5
933,10,1,4
934,4,1,4
935,2,1,4
936,4,1,4
937,4,1,3
938,2,1,3
939,2,13,2
939,4,10,4
939,10,3,4
940,4,1,4
941,4,1,4
941,9,1,4
942,4,7,4
943,2,1,4
943,4,1,4
944,2,4,4
944,4,5,4
945,2,2,4
945,4,6,4
945,11,1,4
946,9,1,5
947,4,5,4
948,2,1,2
949,2,1,2
949,4,3,4
950,9,1,4
951,4,2,4
952,4,1,4
953,4,1,4
954,1,12,5
954,2,60,4
954,3,6,4
954,4,401,3
954,5,2,5
954,6,58,4
954,7,1,2
954,8,3,2
954,9,213,5
954,10,182,4
954,11,35,4
955,4,1,4
956,4,1,4
957,4,1,4
958,4,2,4
959,9,1,3
960,4,2,4
961,11,1,4
962,4,1,4
963,2,2,2
963,4,1,4
964,9,3,2
965,4,1,3
966,2,3,4
966,4,6,4
967,2,1,4
967,4,2,4
968,4,4,4
969,4,1,3
970,2,2,4
970,4,4,4
971,4,2,4
971,9,3,4
971,11,2,4
972,4,1,4
973,4,1,4
974,9,1,4
975,4,8,4
976,4,1,4
977,4,1,3
978,2,3,4
978,4,4,4
978,10,2,4
979,9,1,2
980,4,1,4
981,4,3,4
982,4,1,4
983,4,2,4
984,4,2,4
984,11,1,4
985,4,1,4
985,9,1,3
986,4,1,4
987,4,1,2
988,4,1,4
989,2,10,4
989,4,15,4
989,10,1,4
989,11,2,4
990,2,2,4
990,4,4,4
991,4,2,4
992,4,2,4
993,4,5,4
993,9,1,4
994,4,2,3
994,6,1,4
994,9,1,3
995,4,1,4
996,9,1,4
997,2,1,4
997,4,1,4
998,4,11,4
999,4,2,4
999,10,1,4
1000,10,1,4
1001,4,4,3
1001,6,2,4
1002,1,36,5
1002,2,184,4
1002,3,18,4
1002,4,1244,3
1002,5,6,5
1002,6,174,4
1002,7,3,2
1002,8,9,2
1002,9,642,5
1002,10,555,4
1002,11,105,4
1003,4,1,4
1004,4,2,3
1005,4,12,2
1006,4,2,4
1006,6,1,2
1007,4,1,4
1008,4,6,4
1009,2,1,4
1009,4,2,4
1010,4,7,2
1010,10,3,4
1010,11,1,4
1011,4,1,2
1012,4,1,4
1013,4,1,4
1014,4,4,4
1015,4,2,4
1016,4,1,4
1016,9,2,5
1017,1,12,5
1017,2,61,4
1017,3,6,4
1017,4,401,3
1017,5,2,5
1017,6,58,4
1017,7,1,2
1017,8,3,2
1017,9,211,5
1017,10,182,4
1017,11,35,4
1018,4,5,4
1018,9,2,4
1019,4,1,4
1020,2,1,4
1020,4,1,4
1021,2,1,5
1021,4,20,4
1021,5,1,2
1021,10,4,4
1021,11,1,4
1021,9,2,3
1022,2,3,2
1022,4,31,3
1022,5,1,3
1022,10,2,4
1023,4,3,4
1024,4,1,4
1025,2,2,4
1025,4,22,4
1025,10,1,4
1025,11,2,4
1026,4,4,4
1027,2,1,4
1027,10,1,4
1028,4,3,4
1028,9,3,4
1029,4,3,4
1030,4,2,3
